window,test_start_date,test_end_date,forecast_date,start_price,actual_forecast_price,predicted_price,actual_return_pct,predicted_return_pct,realized_sharpe,realized_sortino,realized_max_drawdown,realized_volatility,realized_total_return,predicted_sharpe,predicted_sortino,predicted_max_drawdown,predicted_volatility,predicted_var_5,var_5_breached,predicted_var_1,var_1_breached,predicted_prob_profit,actual_profit
65,2015-12-02 00:00:00-05:00,2016-11-30 00:00:00-05:00,2017-11-30 00:00:00-05:00,26.242944717407227,40.284889221191406,27.018489822747167,53.50750327370849,2.025195909883053,-0.16710354647058676,-0.2296476175868029,-23.22673959160346,24.22300079339724,-2.8388687115888445,0.04946399444652991,0.059356793335835885,13.330417367797663,24.6911056603992,-17.570364398733183,False,-32.92564253635134,False,0.78095,False
66,2016-06-03 00:00:00-04:00,2017-06-02 00:00:00-04:00,2018-06-04 00:00:00-04:00,22.354520797729492,45.32603454589844,22.468304187409583,102.76003657614578,0.714683045635613,2.5964707328447085,4.197263527534407,-10.145677420878208,17.638185683472457,61.79219360204134,-0.012662296965670438,-0.015194756358804525,17.227684649948223,24.03219960375805,-31.59322092247469,False,-41.610890115285486,False,0.5378,True
67,2016-12-01 00:00:00-05:00,2017-11-30 00:00:00-05:00,2018-11-30 00:00:00-05:00,25.260311126708984,42.491004943847656,25.56488235070947,68.21251619074398,0.2625324818797918,2.556232159589558,3.9470571972664548,-8.859689753939533,17.33080483781975,59.47899065501291,0.02578961050693568,0.030947532608322812,18.0518049550051,20.425710758331885,-34.376297005060906,False,-44.905923790931645,False,0.44665,True
68,2017-06-05 00:00:00-04:00,2018-06-04 00:00:00-04:00,2019-06-05 00:00:00-04:00,35.8141975402832,43.78750228881836,36.578529173029224,22.262971938899142,1.135426581838063,0.9992344429514597,1.520469965157845,-13.449738275883455,21.992326246254418,26.55884442173102,0.05692351293655025,0.0683082155238603,14.339419631604231,18.78875762237818,-25.46424714090062,False,-35.21387866268205,False,0.63595,True
69,2017-12-01 00:00:00-05:00,2018-11-30 00:00:00-05:00,2019-12-03 00:00:00-05:00,40.097347259521484,62.660614013671875,41.06401431790826,56.27122065735293,1.9340380767560865,0.19743292402595705,0.2674642933992976,-25.50041688553126,26.26160544098019,5.969616066703205,0.027469613164722708,0.03296353579766725,11.428836966806486,20.394411999343898,-15.407683428290447,False,-24.471583799768162,False,0.807,True
70,2018-06-05 00:00:00-04:00,2019-06-05 00:00:00-04:00,2020-06-04 00:00:00-04:00,45.67572784423828,78.24053955078125,46.74036788672729,71.29566017556263,3.1203553432336073,-0.11633311117052339,-0.14866971923622313,-38.515904146622816,30.73954262701389,-4.133980222185141,0.04693239431292703,0.05631887317551243,8.807371062129427,21.312580205584474,3.0691614356929744,False,-9.509533092490953,False,0.9555,False
71,2018-12-03 00:00:00-05:00,2019-12-03 00:00:00-05:00,2020-12-02 00:00:00-05:00,43.975765228271484,119.92864990234375,43.48336025778779,172.71532235951423,2.3354479736394476,1.2491986961753265,1.5861647536231596,-19.525721997829944,28.464396096647526,42.488967931337164,-0.11278164375085305,-0.13533797250102364,11.957369691460755,34.99420969157069,-10.464308294994684,False,-21.602648151278306,False,0.84775,True
72,2019-06-06 00:00:00-04:00,2020-06-04 00:00:00-04:00,2021-06-04 00:00:00-04:00,44.43037796020508,123.05867767333984,44.26694357633829,176.96968453331573,1.0949272337060647,1.5254067247690106,1.8986328865214757,-31.427266736310816,39.81302396331565,76.09694795047409,0.029081729266091254,0.0348980751193095,16.27055703817441,29.291381625563925,-29.679547278771977,False,-41.98392673487109,False,0.5874,True
73,2019-12-04 00:00:00-05:00,2020-12-02 00:00:00-05:00,2021-12-02 00:00:00-05:00,63.213687896728516,160.55078125,64.01219899716433,153.98103890456446,2.156992881042554,1.534619369650702,2.0282638368382098,-31.427266736310816,46.26467836050457,89.71943244043888,0.1125910606467381,0.13510927277608573,15.137995316635052,22.01264153469257,-20.571002894064016,False,-35.3156807111488,False,0.7487,True
74,2020-06-05 00:00:00-04:00,2021-06-04 00:00:00-04:00,2022-06-03 00:00:00-04:00,80.46890258789062,142.92227172851562,80.43538425515678,77.61180671304857,2.805252516121768,1.2713330424353606,1.9270113873796546,-20.375608946293454,35.22234680537326,52.926998773136425,0.07465702966302976,0.0895884355956357,19.389022428738265,33.92771394423642,-25.519454916834945,False,-43.33728077712899,False,0.72885,True
75,2020-12-03 00:00:00-05:00,2021-12-02 00:00:00-05:00,2022-12-02 00:00:00-05:00,119.792236328125,145.75440979003906,125.85855290747315,21.672667826987237,4.944525774248313,1.1413593712040082,1.8096669786601158,-18.598847965409416,24.898942202179732,34.02436265588411,-0.02043846765572499,-0.024526161186869986,18.55022380374625,37.838194231863966,-14.34559712864222,False,-33.526563991676184,False,0.881,True
76,2021-06-07 00:00:00-04:00,2022-06-03 00:00:00-04:00,2023-06-06 00:00:00-04:00,123.0684585571289,177.23236083984375,129.08681570759455,44.011197440627505,4.898588338691923,0.5269626213756309,0.7803518879997342,-24.329974959919028,28.380146496678506,16.132332690402954,0.02333472331776334,0.02800166798131601,17.808484332063447,29.49915507389047,-12.360143848985095,False,-32.56942380719732,False,0.8842,True
77,2021-12-03 00:00:00-05:00,2022-12-02 00:00:00-05:00,2023-12-05 00:00:00-05:00,158.6684112548828,191.7961883544922,167.77221249172803,20.87862154641062,4.497910994580118,-0.1763816213551764,-0.2911866183121139,-28.346225915179744,35.63837679617709,-8.138987062836895,0.035707464339066096,0.04284895720687931,18.500881210969904,30.449041816856855,-12.862227329271313,False,-29.472630382404095,False,0.86025,False
78,2022-06-06 00:00:00-04:00,2023-06-06 00:00:00-04:00,2024-06-06 00:00:00-04:00,143.66941833496094,193.35528564453125,147.12131428570535,34.583467995763165,2.937990354061766,0.7027369702867378,1.1269944913663026,-28.257012073214433,30.976586935190642,23.36122947656948,-0.04769264174403379,-0.05723117009284054,17.038288755229523,41.13603786223475,-19.393553933461593,False,-32.6168092945382,False,0.78515,True
79,2022-12-05 00:00:00-05:00,2023-12-05 00:00:00-05:00,2024-12-05 00:00:00-05:00,144.5908203125,242.18026733398438,147.51055775713155,67.49352884959578,1.2048678112876645,1.2230449004516875,1.8227743364528297,-14.93237251433754,21.802182354128238,32.64755531503907,-0.014747130568169878,-0.01769655668180385,19.383545712344336,39.054440739337785,-35.727505159588816,False,-48.37702560960986,False,0.56215,True
80,2023-06-07 00:00:00-04:00,2024-06-06 00:00:00-04:00,2025-06-10 00:00:00-04:00,175.85772705078125,202.44024658203125,180.57517089267648,15.115923523550345,1.8861172062439817,0.36974643183920886,0.5519381914873401,-16.606662291555335,20.20368640955844,9.949837796264333,0.08736146312353871,0.10483375574824645,17.896497298824862,22.040863698975528,-25.715209091272985,False,-39.72970762054197,False,0.68065,True
