window,test_start_date,test_end_date,forecast_date,start_price,actual_forecast_price,predicted_price,actual_return_pct,predicted_return_pct,realized_sharpe,realized_sortino,realized_max_drawdown,realized_volatility,realized_total_return,predicted_sharpe,predicted_sortino,predicted_max_drawdown,predicted_volatility,predicted_var_5,var_5_breached,predicted_var_1,var_1_breached,predicted_prob_profit,actual_profit
22,1994-05-27 00:00:00-04:00,1995-05-25 00:00:00-04:00,1996-05-23 00:00:00-04:00,0.22071503102779388,0.19700701534748077,0.21987706940452614,-10.741459505459618,-1.8307098391436991,1.009593929258869,1.7154723819657849,-27.341048656190164,42.68480514875945,46.225364883116214,-0.08236311316172983,-0.09883573579407579,36.88346634119476,43.78912042254662,-69.0209430546317,False,-76.73618287934335,False,0.1768,True
23,1994-11-25 00:00:00-05:00,1995-11-22 00:00:00-05:00,1996-11-20 00:00:00-05:00,0.2801174521446228,0.18762555718421936,0.271613845939673,-33.018969097523595,-0.7347393585550086,0.1836583841020202,0.24858453092650132,-29.554992521188566,39.76765544573807,3.4858033390565266,0.03811530561223926,0.04573836673468711,34.95531999680637,42.08990718700859,-61.33848788041509,False,-70.96404305660472,False,0.2609,True
24,1995-05-26 00:00:00-04:00,1996-05-23 00:00:00-04:00,1997-05-22 00:00:00-04:00,0.31850627064704895,0.12477152794599533,0.32255567583138495,-60.82603721034421,-0.0575332647769188,-1.036697492175878,-1.4003290349207753,-51.61704521829316,41.89351116602617,-38.14658187191766,0.06511191115344434,0.0781342933841332,33.96992441529312,39.50332196527678,-62.181164718654344,False,-71.789953414175,False,0.3045,False
25,1995-11-24 00:00:00-05:00,1996-11-20 00:00:00-05:00,1997-11-19 00:00:00-05:00,0.3016084134578705,0.13696645200252533,0.29424520958041595,-54.587986975483624,1.505239032327177,-0.7562062145199552,-1.3059192251803415,-57.812393900418215,51.398452837132936,-37.791669989196954,-0.0737044986105105,-0.0884453983326126,26.474692287895408,37.778221408570175,-44.425330276541324,True,-60.78879023882303,False,0.49965,False
26,1996-05-24 00:00:00-04:00,1997-05-22 00:00:00-04:00,1998-05-22 00:00:00-04:00,0.20075933635234833,0.20920272171497345,0.19742188848046463,4.205724882356813,0.2105879997481889,-0.7235117604868678,-1.1556314153836307,-42.588036429449886,52.727426514088506,-37.85019904279244,-0.05550056983000777,-0.06660068379600932,29.712598355446026,42.35477949114649,-53.41673647241827,False,-65.09994611018384,False,0.35555,False
27,1996-11-21 00:00:00-05:00,1997-11-19 00:00:00-05:00,1998-11-19 00:00:00-05:00,0.18387319147586823,0.2683044672012329,0.186307299000405,45.918208656559685,-0.7026005431232556,-0.21759092525730725,-0.3685012954198845,-48.26742632853345,64.14530232837376,-25.510374349215013,0.04932537359184065,0.05919044831020878,33.43888927527723,40.26670420803714,-58.19346880659311,False,-70.2394453320153,False,0.2603,False
28,1997-05-23 00:00:00-04:00,1998-05-22 00:00:00-04:00,1999-05-24 00:00:00-04:00,0.1266477406024933,0.31474220752716064,0.12100210305340625,148.51782276561542,-3.0210617395184856,0.9896390284267994,2.0108449413392635,-55.67472337689468,70.04962303323589,65.18472474893478,0.018175851352407943,0.02181102162288953,41.67157261691197,36.64001088753988,-70.47068778743125,False,-79.55487937280274,False,0.10525,True
29,1997-11-20 00:00:00-05:00,1998-11-19 00:00:00-05:00,1999-11-19 00:00:00-05:00,0.1388433575630188,0.6937460899353027,0.13454602119605535,399.6609863892281,-1.7671705524104266,1.3210439613751375,2.571034993702133,-28.866075550641067,60.32716071325186,93.24256623472517,-0.11964052742870354,-0.14356863291444424,42.59546153938247,57.01473838890855,-71.72408776167364,False,-79.60680369095554,False,0.1702,True
30,1998-05-26 00:00:00-04:00,1999-05-24 00:00:00-04:00,2000-05-22 00:00:00-04:00,0.200290247797966,0.6749832034111023,0.2129176181264192,237.0025304936274,1.7757400004131407,0.9926787453320484,1.6824482150623588,-30.779754679027672,59.173358861315606,57.1430516400594,0.1507321684829197,0.18087860217950363,35.875406884711445,47.040093258812206,-62.0925370359652,False,-75.7214083309139,False,0.3979,True
31,1998-11-20 00:00:00-05:00,1999-11-19 00:00:00-05:00,2000-11-17 00:00:00-05:00,0.26502111554145813,0.2776857912540436,0.27646596603767815,4.778742134078849,3.0418795935752905,1.841637312976075,2.9876185259332995,-30.77975467902761,60.118627836809615,161.77011915368598,-0.0651146581688699,-0.07813758980264388,35.27464164902005,58.5766187507094,-57.882423474967524,False,-72.41718860516855,False,0.50145,True
32,1999-05-25 00:00:00-04:00,2000-05-22 00:00:00-04:00,2001-05-22 00:00:00-04:00,0.311458945274353,0.35273653268814087,0.33217859212811696,13.252978615665667,5.5398939779793235,1.4483692766025902,2.621925627501487,-37.62464645018076,65.64568211968461,116.7165893458394,0.0672976878080295,0.0807572253696354,31.439178687704583,69.32763039900013,-41.38929077274606,False,-64.63068058211037,False,0.6588,True
33,1999-11-22 00:00:00-05:00,2000-11-17 00:00:00-05:00,2001-11-26 00:00:00-05:00,0.6801434755325317,0.3207647502422333,0.750968781401538,-52.83866393174114,8.248362375861708,-0.5637290030094201,-0.6340009337234581,-74.3389919664668,86.56909362263765,-59.172468568249656,0.242367643705506,0.2908411724466072,27.164243660678757,71.24963341185892,-15.17652842505626,True,-40.252210391804404,True,0.85965,False
34,2000-05-23 00:00:00-04:00,2001-05-22 00:00:00-04:00,2002-05-29 00:00:00-04:00,0.644025444984436,0.3599410653114319,0.7188750330496068,-44.110738463116085,6.502655090777405,-0.23159868727731678,-0.25833310071521687,-77.9310380119183,85.91866323739427,-45.22941050929046,-0.08390381882559506,-0.10068458259071407,30.92609208958151,75.60625956050463,-31.043254136380572,True,-53.79828033746074,False,0.73105,False
35,2000-11-20 00:00:00-05:00,2001-11-26 00:00:00-05:00,2002-11-25 00:00:00-05:00,0.28425318002700806,0.2397109717130661,0.28539656741788605,-15.669906774555633,2.7767989600836955,0.44749705493169956,0.7061797089241819,-43.66297231227909,64.21879551417511,12.844735883607742,-0.36604914447151093,-0.4392589733658131,41.97798435837908,92.7272730011917,-74.91128431266525,False,-87.20146561735956,False,0.34635,True
